row ID,row m/z,row retention time,row identity (main ID),row identity (all IDs),row identity (main ID + details),row comment,row number of detected peaks,noisy_data.mzML Peak status,noisy_data.mzML Peak name,noisy_data.mzML Peak m/z,noisy_data.mzML Peak RT,noisy_data.mzML Peak RT start,noisy_data.mzML Peak RT end,noisy_data.mzML Peak duration time,noisy_data.mzML Peak height,noisy_data.mzML Peak area,noisy_data.mzML Peak charge,noisy_data.mzML Peak # data points,noisy_data.mzML Peak FWHM,noisy_data.mzML Peak tailing factor,noisy_data.mzML Peak asymmetry factor,noisy_data.mzML Peak m/z min,noisy_data.mzML Peak m/z max,
1063,100.54499816894531,8.266666666666667,,,,"82010 : MZ=100.545, Time=8.283, Intensity=1499779.8, Times=[8.0~8.517],  MZ=[100.5449~100.545]",1,DETECTED,100.5450 m/z @8.27 [noisy_data.mzML],100.54499816894531,8.266666666666667,8.033333333333333,8.483333333333333,0.4499999999999993,1821516.375,2.1598764867187414E7,0,1000,0.17091631157259002,1.1441704414517808,13.347644602868174,100.54499816894531,100.54499816894531,
1064,100.5459976196289,8.35,,,,"82165 : MZ=100.546, Time=8.367, Intensity=1358292.9, Times=[8.0~8.617],  MZ=[100.5459~100.546]",1,DETECTED,100.5460 m/z @8.35 [noisy_data.mzML],100.5459976196289,8.35,8.033333333333333,8.583333333333334,0.5500000000000007,1688297.875,2.4243160582031213E7,0,1000,0.26042686476737664,6.530768128143388,0.9148030261219195,100.5459976196289,100.5459976196289,
1065,100.5469970703125,8.383333333333333,,,,"82328 : MZ=100.547, Time=8.367, Intensity=1341512.7, Times=[8.133~8.533],  MZ=[100.5469~100.547]",1,DETECTED,100.5470 m/z @8.38 [noisy_data.mzML],100.5469970703125,8.383333333333333,8.133333333333333,8.5,0.36666666666666714,1971330.375,1.85550761875E7,0,1000,0.27575495256406235,0.8883043148576175,1.2025884174350856,100.5469970703125,100.5469970703125,
1066,100.5479965209961,8.15,,,,"82491 : MZ=100.548, Time=8.15, Intensity=1202136.8, Times=[8.117~8.583],  MZ=[100.5479~100.548]",1,DETECTED,100.5480 m/z @8.15 [noisy_data.mzML],100.5479965209961,8.15,8.116666666666667,8.55,0.43333333333333357,1910274.0,2.0257331238281183E7,0,1000,0.09986225745437238,6.56739127934595,11.086249867443247,100.5479965209961,100.5479965209961,
1067,100.5479965209961,8.75,,,,"82497 : MZ=100.548, Time=8.75, Intensity=246244.4, Times=[8.75~8.867],  MZ=[100.5479~100.548]",1,DETECTED,100.5480 m/z @8.75 [noisy_data.mzML],100.5479965209961,8.75,8.75,8.866666666666667,0.11666666666666714,485575.6875,279150.4328613281,0,1000,3.6159950555687637,null,null,100.5479965209961,100.5479965209961,
1068,100.54900360107422,8.383333333333333,,,,"82640 : MZ=100.549, Time=8.367, Intensity=1719297.8, Times=[7.883~8.433],  MZ=[100.549~100.5491]",1,DETECTED,100.5490 m/z @8.38 [noisy_data.mzML],100.54900360107422,8.383333333333333,7.883333333333334,8.433333333333334,0.5499999999999998,1850618.75,2.286042252124025E7,0,1000,0.3372874665479024,0.5391088700094072,0.11469422200428597,100.54900360107422,100.54900360107422,
1069,100.54900360107422,8.716666666666667,,,,"82645 : MZ=100.549, Time=8.717, Intensity=742794.9, Times=[8.45~8.75],  MZ=[100.549~100.5491]",1,DETECTED,100.5490 m/z @8.72 [noisy_data.mzML],100.54900360107422,8.716666666666667,8.45,8.716666666666667,0.2666666666666675,742794.9375,5930757.390380886,0,1000,0.23302713534232034,0.5,null,100.54900360107422,100.54900360107422,
1070,100.55000305175781,8.316666666666666,,,,"82789 : MZ=100.55, Time=8.317, Intensity=1263424.9, Times=[7.983~8.6],  MZ=[100.55~100.5501]",1,DETECTED,100.5500 m/z @8.32 [noisy_data.mzML],100.55000305175781,8.316666666666666,8.016666666666667,8.583333333333334,0.5666666666666664,1866777.5,2.1991051775390565E7,0,1000,0.06756399599732887,3.48173349728171,6.021566608960379,100.55000305175781,100.55000305175781,
1071,100.5510025024414,8.25,,,,"82952 : MZ=100.551, Time=8.267, Intensity=1635329.8, Times=[8.2~8.467],  MZ=[100.551~100.5511]",1,DETECTED,100.5510 m/z @8.25 [noisy_data.mzML],100.5510025024414,8.25,8.2,8.466666666666667,0.2666666666666675,1947273.875,1.3939483976562582E7,0,1000,0.17482623796533936,5.907911952232017,5.099628378391891,100.5510025024414,100.5510025024414,
1072,100.5510025024414,8.55,,,,"82954 : MZ=100.551, Time=8.567, Intensity=666358.2, Times=[8.483~8.65],  MZ=[100.551~100.5511]",1,DETECTED,100.5510 m/z @8.55 [noisy_data.mzML],100.5510025024414,8.55,8.483333333333333,8.616666666666667,0.13333333333333464,972089.5,3849211.864501951,0,1000,0.07186615426120291,1.0198910419750817,0.2919239994381221,100.5510025024414,100.5510025024414,
1073,100.552001953125,2.2333333333333334,,,,"83053 : MZ=100.552, Time=2.3, Intensity=4416.0, Times=[2.233~2.65],  MZ=[100.552~100.5521]",1,DETECTED,100.5520 m/z @2.23 [noisy_data.mzML],100.552001953125,2.2333333333333334,2.2333333333333334,2.65,0.4166666666666665,9035.9814453125,74875.4372253418,0,1000,0.3168546585688463,null,null,100.552001953125,100.552001953125,
1074,100.552001953125,7.95,,,,"83107 : MZ=100.552, Time=8.017, Intensity=478489.0, Times=[7.867~8.117],  MZ=[100.552~100.5521]",1,DETECTED,100.5520 m/z @7.95 [noisy_data.mzML],100.552001953125,7.95,7.866666666666666,8.116666666666667,0.2500000000000009,823191.0625,4765072.580078146,0,1000,0.1051443992302179,3.646285046466717,8.76011041312814,100.552001953125,100.552001953125,
1075,100.552001953125,8.416666666666666,,,,"83110 : MZ=100.552, Time=8.4, Intensity=1429917.9, Times=[8.133~8.667],  MZ=[100.552~100.5521]",1,DETECTED,100.5520 m/z @8.42 [noisy_data.mzML],100.552001953125,8.416666666666666,8.133333333333333,8.666666666666666,0.5333333333333332,2069703.125,2.8561495070312496E7,0,1000,0.29936931470213324,0.9195517826064105,0.871359495644633,100.552001953125,100.552001953125,
1076,100.552001953125,8.75,,,,"83114 : MZ=100.552, Time=8.75, Intensity=629103.4, Times=[8.683~8.833],  MZ=[100.552~100.5521]",1,DETECTED,100.5520 m/z @8.75 [noisy_data.mzML],100.552001953125,8.75,8.683333333333334,8.833333333333334,0.15000000000000036,1250027.0,4274134.633544922,0,1000,0.07505489045961866,0.6195321890495697,0.22648204240971107,100.552001953125,100.552001953125,
1077,100.552001953125,10.983333333333333,,,,"83135 : MZ=100.552, Time=11.05, Intensity=4416.0, Times=[10.983~11.4],  MZ=[100.552~100.5521]",1,DETECTED,100.5520 m/z @10.98 [noisy_data.mzML],100.552001953125,10.983333333333333,10.983333333333333,11.4,0.41666666666666785,9035.9814453125,74875.4372253418,0,1000,0.31685465856884854,null,null,100.552001953125,100.552001953125,
1078,100.5530014038086,8.333333333333334,,,,"83254 : MZ=100.553, Time=8.317, Intensity=1477280.0, Times=[7.933~8.567],  MZ=[100.553~100.5531]",1,DETECTED,100.5530 m/z @8.33 [noisy_data.mzML],100.5530014038086,8.333333333333334,7.966666666666667,8.55,0.5833333333333339,1972329.875,2.573629355273441E7,0,1000,0.2809994901049446,0.7963079329803928,0.4057650674625774,100.5530014038086,100.5530014038086,
1079,100.55400085449219,8.3,,,,"83399 : MZ=100.554, Time=8.283, Intensity=1381790.0, Times=[7.85~8.667],  MZ=[100.554~100.5541]",1,DETECTED,100.5540 m/z @8.30 [noisy_data.mzML],100.55400085449219,8.3,7.85,8.666666666666666,0.8166666666666664,1700103.5,3.102109541973865E7,0,1000,0.2696742926695901,0.6536040746269932,3.110863692257904,100.55400085449219,100.55400085449219,
1080,100.55500030517578,7.933333333333334,,,,"83551 : MZ=100.555, Time=7.95, Intensity=435378.6, Times=[7.833~7.983],  MZ=[100.555~100.5551]",1,DETECTED,100.5550 m/z @7.93 [noisy_data.mzML],100.55500030517578,7.933333333333334,7.833333333333333,7.95,0.11666666666666714,862763.875,895071.4337234497,0,1000,3.7606946543123723,0.5244697474318911,0.021409034071709642,100.55500030517578,100.55500030517578,
1081,100.55500030517578,8.133333333333333,,,,"83554 : MZ=100.555, Time=8.117, Intensity=506132.0, Times=[8.067~8.183],  MZ=[100.555~100.5551]",1,DETECTED,100.5550 m/z @8.13 [noisy_data.mzML],100.55500030517578,8.133333333333333,8.083333333333334,8.183333333333334,0.09999999999999964,927602.4375,1836624.9570312563,0,1000,0.05427243768705026,1.9348379875169281,1.0601364585239998,100.55500030517578,100.55500030517578,
1082,100.55500030517578,8.5,,,,"83555 : MZ=100.555, Time=8.517, Intensity=1462906.3, Times=[8.2~8.55],  MZ=[100.555~100.5551]",1,DETECTED,100.5550 m/z @8.50 [noisy_data.mzML],100.55500030517578,8.5,8.2,8.55,0.3500000000000014,2090283.5,1.92230015664064E7,0,1000,0.21230277656952623,1.9911985351538588,3.148085796435924,100.55500030517578,100.55500030517578,
1083,100.55599975585938,8.266666666666667,,,,"83708 : MZ=100.556, Time=8.35, Intensity=1593436.0, Times=[7.967~8.567],  MZ=[100.556~100.5561]",1,DETECTED,100.5560 m/z @8.27 [noisy_data.mzML],100.55599975585938,8.266666666666667,8.0,8.533333333333333,0.5333333333333332,1979082.75,2.2087703773437534E7,0,1000,0.17848963028223785,1.071629946031532,1.4347572672036153,100.55599975585938,100.55599975585938,
1084,100.55599975585938,8.733333333333333,,,,"83714 : MZ=100.556, Time=8.733, Intensity=790433.4, Times=[8.583~8.767],  MZ=[100.556~100.5561]",1,DETECTED,100.5560 m/z @8.73 [noisy_data.mzML],100.55599975585938,8.733333333333333,8.583333333333334,8.766666666666667,0.18333333333333357,1316744.125,5565821.275878906,0,1000,0.15141588230653902,0.6111111111111177,0.01901877942632752,100.55599975585938,100.55599975585938,
1085,100.55699920654297,8.35,,,,"83864 : MZ=100.557, Time=8.367, Intensity=1820741.1, Times=[7.867~8.55],  MZ=[100.5569~100.557]",1,DETECTED,100.5570 m/z @8.35 [noisy_data.mzML],100.55699920654297,8.35,7.866666666666666,8.55,0.6833333333333345,2273898.5,3.66203993252869E7,0,1000,0.24888033894845485,0.8204125354275965,0.8243640583456454,100.55699920654297,100.55699920654297,
1086,100.55799865722656,8.45,,,,"84018 : MZ=100.558, Time=8.467, Intensity=1360106.8, Times=[7.883~8.65],  MZ=[100.5579~100.558]",1,DETECTED,100.5580 m/z @8.45 [noisy_data.mzML],100.55799865722656,8.45,7.883333333333334,8.616666666666667,0.7333333333333334,1392245.125,2.5405961706543025E7,0,1000,0.31423478541413097,0.7074596535530967,1.662790332377394,100.55799865722656,100.55799865722656,
1087,100.55799865722656,8.733333333333333,,,,"84025 : MZ=100.558, Time=8.667, Intensity=514431.5, Times=[8.667~8.85],  MZ=[100.5579~100.558]",1,DETECTED,100.5580 m/z @8.73 [noisy_data.mzML],100.55799865722656,8.733333333333333,8.666666666666666,8.85,0.18333333333333357,836862.3125,1790178.9812316895,0,1000,0.1141136132385423,0.8398735405130686,0.34559196053387187,100.55799865722656,100.55799865722656,
1088,100.55899810791016,8.6,,,,"84162 : MZ=100.559, Time=8.3, Intensity=1403487.1, Times=[7.833~8.683],  MZ=[100.5589~100.559]",1,DETECTED,100.5590 m/z @8.60 [noisy_data.mzML],100.55899810791016,8.6,7.833333333333333,8.65,0.8166666666666673,1538436.0,2.8456330671630822E7,0,1000,0.5373286946537146,0.5068741793712834,0.07522832959992652,100.55899810791016,100.55899810791016,
1089,100.55999755859375,8.4,,,,"84307 : MZ=100.56, Time=8.333, Intensity=1695567.4, Times=[7.933~8.667],  MZ=[100.5599~100.56]",1,DETECTED,100.5600 m/z @8.40 [noisy_data.mzML],100.55999755859375,8.4,7.966666666666667,8.633333333333333,0.6666666666666661,2211931.0,3.1884667601562463E7,0,1000,0.29315050422835576,0.6373024574962217,0.6379064083594538,100.55999755859375,100.55999755859375,
1090,100.55999755859375,8.716666666666667,,,,"84313 : MZ=100.56, Time=8.717, Intensity=360427.0, Times=[8.683~8.8],  MZ=[100.5599~100.56]",1,DETECTED,100.5600 m/z @8.72 [noisy_data.mzML],100.55999755859375,8.716666666666667,8.716666666666667,8.8,0.08333333333333393,360427.03125,655362.9927368164,0,1000,0.6141787663825511,null,null,100.55999755859375,100.55999755859375,
1091,100.56099700927734,8.166666666666666,,,,"84461 : MZ=100.561, Time=8.183, Intensity=1353853.3, Times=[7.95~8.817],  MZ=[100.5609~100.561]",1,DETECTED,100.5610 m/z @8.17 [noisy_data.mzML],100.56099700927734,8.166666666666666,7.983333333333333,8.816666666666666,0.833333333333333,2285729.75,3.607624969311525E7,0,1000,0.30168607240090495,8.844855315234316,0.22414774011320446,100.56099700927734,100.56099700927734,
1092,100.56199645996094,8.216666666666667,,,,"84612 : MZ=100.562, Time=8.233, Intensity=1545262.8, Times=[8.117~8.6],  MZ=[100.5619~100.562]",1,DETECTED,100.5620 m/z @8.22 [noisy_data.mzML],100.56199645996094,8.216666666666667,8.116666666666667,8.6,0.4833333333333325,2135653.25,2.4097408707031228E7,0,1000,0.030033681522487754,2.0569952966198444,4.5778112483997315,100.56199645996094,100.56199645996094,
1093,100.56199645996094,8.633333333333333,,,,"84617 : MZ=100.562, Time=8.633, Intensity=637735.6, Times=[8.617~8.867],  MZ=[100.5619~100.562]",1,DETECTED,100.5620 m/z @8.63 [noisy_data.mzML],100.56199645996094,8.633333333333333,8.616666666666667,8.866666666666667,0.25,1028046.0,3864440.135864258,0,1000,0.1014275894536052,9.072566457915663,7.036876606457847,100.56199645996094,100.56199645996094,
1094,100.56300354003906,8.45,,,,"84763 : MZ=100.563, Time=8.433, Intensity=1895203.6, Times=[7.883~8.633],  MZ=[100.563~100.5631]",1,DETECTED,100.5630 m/z @8.45 [noisy_data.mzML],100.56300354003906,8.45,7.883333333333334,8.6,0.7166666666666659,2960528.75,3.0316840842285123E7,0,1000,0.20037365165801546,0.6118269419829018,0.23172207850617374,100.56300354003906,100.56300354003906,
1095,100.56400299072266,8.15,,,,"84914 : MZ=100.564, Time=8.15, Intensity=1424180.8, Times=[7.933~8.717],  MZ=[100.564~100.5641]",1,DETECTED,100.5640 m/z @8.15 [noisy_data.mzML],100.56400299072266,8.15,7.966666666666667,8.716666666666667,0.75,1984094.25,2.882882040624997E7,0,1000,0.24152423891691122,1.0005440426288041,8.030641385063046,100.56400299072266,100.56400299072266,
1096,100.56500244140625,8.316666666666666,,,,"85058 : MZ=100.565, Time=8.333, Intensity=1471122.1, Times=[7.983~8.467],  MZ=[100.565~100.5651]",1,DETECTED,100.5650 m/z @8.32 [noisy_data.mzML],100.56500244140625,8.316666666666666,8.016666666666667,8.466666666666667,0.4499999999999993,1870944.625,2.0430032855468716E7,0,1000,0.168924241602177,0.9516804497694082,0.7260116281777949,100.56500244140625,100.56500244140625,
1097,100.56600189208984,7.95,,,,"85205 : MZ=100.566, Time=7.95, Intensity=531481.6, Times=[7.8~7.983],  MZ=[100.566~100.5661]",1,DETECTED,100.5660 m/z @7.95 [noisy_data.mzML],100.56600189208984,7.95,7.8,7.95,0.15000000000000036,531481.5625,579919.3654785156,0,1000,1.3792079041391485,0.5,null,100.56600189208984,100.56600189208984,
1098,100.56600189208984,8.366666666666667,,,,"85206 : MZ=100.566, Time=8.35, Intensity=1414862.0, Times=[8.05~8.5],  MZ=[100.566~100.5661]",1,DETECTED,100.5660 m/z @8.37 [noisy_data.mzML],100.56600189208984,8.366666666666667,8.083333333333334,8.5,0.4166666666666661,1842204.25,2.1372238734374996E7,0,1000,0.06795158836239246,0.7352941176470581,0.4172879310938359,100.56600189208984,100.56600189208984,
1099,100.56700134277344,8.133333333333333,,,,"85357 : MZ=100.567, Time=8.367, Intensity=1491797.8, Times=[7.917~8.7],  MZ=[100.567~100.5671]",1,DETECTED,100.5670 m/z @8.13 [noisy_data.mzML],100.56700134277344,8.133333333333333,7.916666666666667,8.683333333333334,0.7666666666666666,1659612.5,3.6302183635742195E7,0,1000,0.24761531204765141,1.7692307692307754,6.254422293735225,100.56700134277344,100.56700134277344,
1100,100.56800079345703,7.65,,,,"85508 : MZ=100.568, Time=7.583, Intensity=3366.8, Times=[7.583~7.667],  MZ=[100.568~100.5681]",1,DETECTED,100.5680 m/z @7.65 [noisy_data.mzML],100.56800079345703,7.65,7.583333333333333,7.666666666666667,0.08333333333333393,8609.3798828125,17067.206672668457,0,1000,0.052857142280048564,0.9763085229850955,0.3763482907146232,100.56800079345703,100.56800079345703,
1101,100.56800079345703,8.35,,,,"85512 : MZ=100.568, Time=8.35, Intensity=1520870.7, Times=[7.917~8.567],  MZ=[100.568~100.5681]",1,DETECTED,100.5680 m/z @8.35 [noisy_data.mzML],100.56800079345703,8.35,7.916666666666667,8.566666666666666,0.6499999999999995,1747920.5,3.399329706054686E7,0,1000,0.32541515200761495,0.7823727523755175,0.5706062354275572,100.56800079345703,100.56800079345703,
1102,100.56800079345703,16.4,,,,"85592 : MZ=100.568, Time=16.333, Intensity=3366.8, Times=[16.333~16.417],  MZ=[100.568~100.5681]",1,DETECTED,100.5680 m/z @16.40 [noisy_data.mzML],100.56800079345703,16.4,16.333333333333332,16.416666666666668,0.0833333333333357,8609.3798828125,17067.20667266943,0,1000,0.05285714228004679,0.9763085229851216,0.37634829071468584,100.56800079345703,100.56800079345703,
1103,100.56900024414062,8.216666666666667,,,,"85663 : MZ=100.569, Time=8.383, Intensity=1323774.6, Times=[7.917~8.717],  MZ=[100.569~100.5691]",1,DETECTED,100.5690 m/z @8.22 [noisy_data.mzML],100.56900024414062,8.216666666666667,7.916666666666667,8.683333333333334,0.7666666666666666,1543010.625,2.9498590287109394E7,0,1000,0.566220466810341,1.2237394591621098,0.31043471206528683,100.56900024414062,100.56900024414062,
1104,100.56900024414062,8.75,,,,"85672 : MZ=100.569, Time=8.75, Intensity=200914.1, Times=[8.733~8.9],  MZ=[100.569~100.5691]",1,DETECTED,100.5690 m/z @8.75 [noisy_data.mzML],100.56900024414062,8.75,8.75,8.9,0.15000000000000036,400136.375,237580.12371826172,0,1000,1.0069283439437076,null,null,100.56900024414062,100.56900024414062,
1105,100.56999969482422,7.983333333333333,,,,"85806 : MZ=100.57, Time=8.117, Intensity=486499.8, Times=[7.883~8.133],  MZ=[100.57~100.5701]",1,DETECTED,100.5700 m/z @7.98 [noisy_data.mzML],100.56999969482422,7.983333333333333,7.883333333333334,8.133333333333333,0.2499999999999991,684243.4375,4005489.3063964946,0,1000,0.13007770075659586,2.8995473649589645,3.596401897223895,100.56999969482422,100.56999969482422,
1106,100.56999969482422,8.25,,,,"85809 : MZ=100.57, Time=8.417, Intensity=1268286.0, Times=[8.15~8.567],  MZ=[100.57~100.5701]",1,DETECTED,100.5700 m/z @8.25 [noisy_data.mzML],100.56999969482422,8.25,8.15,8.55,0.40000000000000036,1680545.25,1.944649793750009E7,0,1000,0.1846888387286416,1.9207208333259265,1.997356036954736,100.56999969482422,100.56999969482422,
1107,100.57099914550781,8.416666666666666,,,,"85955 : MZ=100.571, Time=8.417, Intensity=1773875.7, Times=[7.883~8.567],  MZ=[100.5709~100.571]",1,DETECTED,100.5710 m/z @8.42 [noisy_data.mzML],100.57099914550781,8.416666666666666,7.883333333333334,8.566666666666666,0.6833333333333327,2376658.0,2.538737196554569E7,0,1000,0.19514699071412878,0.6566240926981567,0.3304952982228765,100.57099914550781,100.57099914550781,
1108,100.57099914550781,8.683333333333334,,,,"85962 : MZ=100.571, Time=8.683, Intensity=847842.3, Times=[8.65~8.8],  MZ=[100.5709~100.571]",1,DETECTED,100.5710 m/z @8.68 [noisy_data.mzML],100.57099914550781,8.683333333333334,8.683333333333334,8.8,0.11666666666666714,1343457.375,3001057.8009490967,0,1000,0.011294530095071309,null,null,100.57099914550781,100.57099914550781,
1109,100.5719985961914,8.416666666666666,,,,"86109 : MZ=100.572, Time=8.183, Intensity=1399472.1, Times=[7.85~8.767],  MZ=[100.5719~100.572]",1,DETECTED,100.5720 m/z @8.42 [noisy_data.mzML],100.5719985961914,8.416666666666666,7.85,8.766666666666667,0.9166666666666679,1672704.875,3.915622664285283E7,0,1000,0.28167366788360937,0.6194807281479148,0.6677210884267206,100.5719985961914,100.5719985961914,
1110,100.572998046875,8.366666666666667,,,,"86260 : MZ=100.573, Time=8.383, Intensity=1552801.3, Times=[7.983~8.617],  MZ=[100.5729~100.573]",1,DETECTED,100.5730 m/z @8.37 [noisy_data.mzML],100.572998046875,8.366666666666667,8.016666666666667,8.6,0.5833333333333321,1902343.0,2.8747484608398493E7,0,1000,0.22713356509203741,0.907065970499113,0.5310204250248325,100.572998046875,100.572998046875,
1111,100.5739974975586,8.116666666666667,,,,"86409 : MZ=100.574, Time=8.583, Intensity=1162789.4, Times=[8.033~8.617],  MZ=[100.5739~100.574]",1,DETECTED,100.5740 m/z @8.12 [noisy_data.mzML],100.5739974975586,8.116666666666667,8.066666666666666,8.616666666666667,0.5500000000000007,1580742.125,2.3785231175781336E7,0,1000,0.5455882379373076,0.6674943390325522,0.31735769500904615,100.5739974975586,100.5739974975586,
1112,100.57499694824219,8.283333333333333,,,,"86562 : MZ=100.575, Time=8.05, Intensity=1334571.9, Times=[7.867~8.7],  MZ=[100.5749~100.575]",1,DETECTED,100.5750 m/z @8.28 [noisy_data.mzML],100.57499694824219,8.283333333333333,7.866666666666666,8.666666666666666,0.7999999999999998,2089466.875,3.7715581978515565E7,0,1000,0.4830312419882423,1.16588706917174,1.4015394554564995,100.57499694824219,100.57499694824219,
1113,100.57599639892578,8.016666666666667,,,,"86722 : MZ=100.576, Time=8.1, Intensity=506198.8, Times=[7.867~8.133],  MZ=[100.5759~100.576]",1,DETECTED,100.5760 m/z @8.02 [noisy_data.mzML],100.57599639892578,8.016666666666667,7.866666666666666,8.133333333333333,0.2666666666666666,859060.375,4384140.50708006,0,1000,0.10808701914396313,0.5286000270480147,0.8635297078989532,100.57599639892578,100.57599639892578,
1114,100.57599639892578,8.3,,,,"86725 : MZ=100.576, Time=8.3, Intensity=1897510.1, Times=[8.15~8.467],  MZ=[100.5759~100.576]",1,DETECTED,100.5760 m/z @8.30 [noisy_data.mzML],100.57599639892578,8.3,8.15,8.466666666666667,0.31666666666666643,2355079.25,1.5082654992187595E7,0,1000,0.1676700449788342,3.0206330322680595,2.492631585257783,100.57599639892578,100.57599639892578,
1115,100.57599639892578,16.633333333333333,,,,"86802 : MZ=100.576, Time=16.567, Intensity=3943.3, Times=[16.533~16.667],  MZ=[100.5759~100.576]",1,DETECTED,100.5760 m/z @16.63 [noisy_data.mzML],100.57599639892578,16.633333333333333,16.533333333333335,16.666666666666668,0.13333333333333286,6504.197265625,23380.26454162547,0,1000,0.09924484562490932,0.6678432716614205,1.0382005354942334,100.57599639892578,100.57599639892578,
1116,100.5770034790039,8.483333333333333,,,,"86880 : MZ=100.577, Time=8.55, Intensity=1317461.8, Times=[8.1~8.833],  MZ=[100.577~100.5771]",1,DETECTED,100.5770 m/z @8.48 [noisy_data.mzML],100.5770034790039,8.483333333333333,8.1,8.833333333333334,0.7333333333333343,1514418.25,3.0367219054077167E7,0,1000,0.5325027384643999,7.338371764358113,14.33432243523912,100.5770034790039,100.5770034790039,
1117,100.5780029296875,7.933333333333334,,,,"87026 : MZ=100.578, Time=7.95, Intensity=436566.5, Times=[7.883~8.0],  MZ=[100.578~100.5781]",1,DETECTED,100.5780 m/z @7.93 [noisy_data.mzML],100.5780029296875,7.933333333333334,7.883333333333334,7.966666666666667,0.08333333333333304,596149.6875,1227019.9833984375,0,1000,1.4330162838487892,0.6044494319938294,0.11186721038978133,100.5780029296875,100.5780029296875,
1118,100.5780029296875,8.533333333333333,,,,"87029 : MZ=100.578, Time=8.333, Intensity=1429193.7, Times=[8.133~8.7],  MZ=[100.578~100.5781]",1,DETECTED,100.5780 m/z @8.53 [noisy_data.mzML],100.5780029296875,8.533333333333333,8.133333333333333,8.666666666666666,0.5333333333333332,1935126.625,2.63337923017577E7,0,1000,0.4105362862714941,0.5869535489076654,1.176015072065372,100.5780029296875,100.5780029296875,
1119,100.5790023803711,8.45,,,,"87184 : MZ=100.579, Time=8.633, Intensity=1123676.4, Times=[8.333~8.667],  MZ=[100.579~100.5791]",1,DETECTED,100.5790 m/z @8.45 [noisy_data.mzML],100.5790023803711,8.45,8.333333333333334,8.666666666666666,0.33333333333333215,1180231.0,1.3570924710937474E7,0,1000,0.15972960113756152,0.8556489324520143,0.7008931294268376,100.5790023803711,100.5790023803711,
1120,100.58000183105469,8.416666666666666,,,,"87338 : MZ=100.58, Time=8.433, Intensity=1597871.8, Times=[7.917~8.583],  MZ=[100.58~100.5801]",1,DETECTED,100.5800 m/z @8.42 [noisy_data.mzML],100.58000183105469,8.416666666666666,7.916666666666667,8.583333333333334,0.666666666666667,1902174.125,3.1916575257324245E7,0,1000,0.18086539400794877,1.0575108493222152,0.6660133483193484,100.58000183105469,100.58000183105469,
1121,100.58000183105469,8.733333333333333,,,,"87343 : MZ=100.58, Time=8.733, Intensity=1138383.0, Times=[8.6~8.9],  MZ=[100.58~100.5801]",1,DETECTED,100.5800 m/z @8.73 [noisy_data.mzML],100.58000183105469,8.733333333333333,8.633333333333333,8.9,0.2666666666666675,1942695.375,7136841.102172852,0,1000,0.05393518529554342,1.7359500671329782,4.483845001161056,100.58000183105469,100.58000183105469,
1122,100.58100128173828,7.933333333333334,,,,"87493 : MZ=100.581, Time=7.933, Intensity=198670.4, Times=[7.883~7.967],  MZ=[100.581~100.5811]",1,DETECTED,100.5810 m/z @7.93 [noisy_data.mzML],100.58100128173828,7.933333333333334,7.883333333333334,7.966666666666667,0.08333333333333304,390818.40625,622788.3145751953,0,1000,9.045948660491046,0.5261772616116648,0.021267403449874787,100.58100128173828,100.58100128173828,
1123,100.58100128173828,8.166666666666666,,,,"87494 : MZ=100.581, Time=8.417, Intensity=1429320.0, Times=[7.983~8.533],  MZ=[100.581~100.5811]",1,DETECTED,100.5810 m/z @8.17 [noisy_data.mzML],100.58100128173828,8.166666666666666,8.016666666666667,8.533333333333333,0.5166666666666657,1794461.5,2.426969121484379E7,0,1000,0.1421229843393661,1.1112520616569186,1.2974352884170182,100.58100128173828,100.58100128173828,
1124,100.58100128173828,8.7,,,,"87502 : MZ=100.581, Time=8.7, Intensity=293635.3, Times=[8.667~8.867],  MZ=[100.581~100.5811]",1,DETECTED,100.5810 m/z @8.70 [noisy_data.mzML],100.58100128173828,8.7,8.7,8.866666666666667,0.16666666666666785,355898.75,922863.3748779297,0,1000,0.06680366521866965,null,null,100.58100128173828,100.58100128173828,
1125,100.58200073242188,8.333333333333334,,,,"87645 : MZ=100.582, Time=8.333, Intensity=1380708.3, Times=[7.883~8.6],  MZ=[100.582~100.5821]",1,DETECTED,100.5820 m/z @8.33 [noisy_data.mzML],100.58200073242188,8.333333333333334,7.883333333333334,8.583333333333334,0.7000000000000002,1929681.25,2.7797708744812053E7,0,1000,0.479135536955722,0.8007898448124777,0.4314689182791354,100.58200073242188,100.58200073242188,
1126,100.58200073242188,8.716666666666667,,,,"87654 : MZ=100.582, Time=8.717, Intensity=458312.5, Times=[8.617~8.867],  MZ=[100.582~100.5821]",1,DETECTED,100.5820 m/z @8.72 [noisy_data.mzML],100.58200073242188,8.716666666666667,8.65,8.866666666666667,0.21666666666666679,875411.3125,2564392.223602295,0,1000,0.12370547856711767,0.6246168796539053,0.2361161930284536,100.58200073242188,100.58200073242188,
1127,100.58300018310547,2.716666666666667,,,,"87745 : MZ=100.583, Time=2.7, Intensity=2860.2, Times=[2.65~2.733],  MZ=[100.583~100.5831]",1,DETECTED,100.5830 m/z @2.72 [noisy_data.mzML],100.58300018310547,2.716666666666667,2.65,2.7333333333333334,0.08333333333333348,5133.52783203125,13362.085174560547,0,1000,0.03989793024591304,0.9848427331296745,1.0580289808501295,100.58300018310547,100.58300018310547,
