row ID,row m/z,row retention time,row identity (main ID),row identity (all IDs),row identity (main ID + details),row comment,row number of detected peaks,noisy_data.mzML Peak status,noisy_data.mzML Peak name,noisy_data.mzML Peak m/z,noisy_data.mzML Peak RT,noisy_data.mzML Peak RT start,noisy_data.mzML Peak RT end,noisy_data.mzML Peak duration time,noisy_data.mzML Peak height,noisy_data.mzML Peak area,noisy_data.mzML Peak charge,noisy_data.mzML Peak # data points,noisy_data.mzML Peak FWHM,noisy_data.mzML Peak tailing factor,noisy_data.mzML Peak asymmetry factor,noisy_data.mzML Peak m/z min,noisy_data.mzML Peak m/z max,
560,100.27899932861328,8.733333333333333,,,,"41644 : MZ=100.279, Time=8.733, Intensity=135424.6, Times=[8.733~8.817],  MZ=[100.2789~100.279]",1,DETECTED,100.2790 m/z @8.73 [noisy_data.mzML],100.27899932861328,8.733333333333333,8.733333333333333,8.816666666666666,0.08333333333333393,162056.921875,217502.58178710938,0,1000,0.025354075793305952,null,null,100.27899932861328,100.27899932861328,
561,100.27999877929688,8.05,,,,"41793 : MZ=100.28, Time=8.033, Intensity=160940.4, Times=[7.933~8.1],  MZ=[100.2799~100.28]",1,DETECTED,100.2800 m/z @8.05 [noisy_data.mzML],100.27999877929688,8.05,7.966666666666667,8.1,0.13333333333333286,284642.59375,921800.6933593701,0,1000,0.11359175636168306,0.6786102263586523,0.4120739035841647,100.27999877929688,100.27999877929688,
562,100.27999877929688,8.35,,,,"41796 : MZ=100.28, Time=8.367, Intensity=1422290.7, Times=[8.167~8.483],  MZ=[100.2799~100.28]",1,DETECTED,100.2800 m/z @8.35 [noisy_data.mzML],100.27999877929688,8.35,8.166666666666666,8.483333333333333,0.31666666666666643,1501083.75,1.5352707953124966E7,0,1000,0.140292385180679,0.8636363636363619,0.6438181919394115,100.27999877929688,100.27999877929688,
563,100.27999877929688,8.716666666666667,,,,"41798 : MZ=100.28, Time=8.617, Intensity=427696.8, Times=[8.5~8.75],  MZ=[100.2799~100.28]",1,DETECTED,100.2800 m/z @8.72 [noisy_data.mzML],100.27999877929688,8.716666666666667,8.5,8.716666666666667,0.21666666666666679,559515.4375,3498698.1367187565,0,1000,0.18530502042657915,0.5,null,100.27999877929688,100.27999877929688,
564,100.28099822998047,7.95,,,,"41943 : MZ=100.281, Time=7.967, Intensity=194881.7, Times=[7.833~8.1],  MZ=[100.2809~100.281]",1,DETECTED,100.2810 m/z @7.95 [noisy_data.mzML],100.28099822998047,7.95,7.833333333333333,8.1,0.2666666666666666,356604.78125,1543867.1530151416,0,1000,0.14062453831154276,1.0700921451276713,0.09193662334395457,100.28099822998047,100.28099822998047,
565,100.28099822998047,8.3,,,,"41946 : MZ=100.281, Time=8.317, Intensity=1320084.8, Times=[8.117~8.55],  MZ=[100.2809~100.281]",1,DETECTED,100.2810 m/z @8.30 [noisy_data.mzML],100.28099822998047,8.3,8.15,8.55,0.40000000000000036,1560407.625,2.0220890156250063E7,0,1000,0.3126611135932027,1.317157898502657,1.6743715733298312,100.28099822998047,100.28099822998047,
566,100.28199768066406,8.283333333333333,,,,"42096 : MZ=100.282, Time=8.267, Intensity=1111210.5, Times=[8.15~8.633],  MZ=[100.2819~100.282]",1,DETECTED,100.2820 m/z @8.28 [noisy_data.mzML],100.28199768066406,8.283333333333333,8.15,8.633333333333333,0.4833333333333325,1206993.0,1.7673531769531272E7,0,1000,0.14353297508747076,1.4675501962038073,5.97983206975606,100.28199768066406,100.28199768066406,
567,100.28299713134766,8.416666666666666,,,,"42241 : MZ=100.283, Time=8.267, Intensity=986295.4, Times=[7.883~8.583],  MZ=[100.2829~100.283]",1,DETECTED,100.2830 m/z @8.42 [noisy_data.mzML],100.28299713134766,8.416666666666666,7.883333333333334,8.583333333333334,0.7000000000000002,1217351.625,2.288248601184085E7,0,1000,0.29885104028353915,0.6544054183660436,0.6280108921015188,100.28299713134766,100.28299713134766,
568,100.28399658203125,8.416666666666666,,,,"42390 : MZ=100.284, Time=8.417, Intensity=1129365.1, Times=[8.15~8.583],  MZ=[100.2839~100.284]",1,DETECTED,100.2840 m/z @8.42 [noisy_data.mzML],100.28399658203125,8.416666666666666,8.15,8.583333333333334,0.43333333333333357,1610761.5,1.8132452203125007E7,0,1000,0.06688534638908727,0.8332909085558606,0.6253027275372738,100.28399658203125,100.28399658203125,
569,100.28399658203125,8.75,,,,"42391 : MZ=100.284, Time=8.633, Intensity=382370.8, Times=[8.6~8.8],  MZ=[100.2839~100.284]",1,DETECTED,100.2840 m/z @8.75 [noisy_data.mzML],100.28399658203125,8.75,8.6,8.8,0.20000000000000107,592661.4375,2987673.3334960938,0,1000,4.063780518722018,11.365867764205637,46.79455415173041,100.28399658203125,100.28399658203125,
570,100.28500366210938,7.95,,,,"42537 : MZ=100.285, Time=7.95, Intensity=134209.5, Times=[7.817~7.967],  MZ=[100.285~100.2851]",1,DETECTED,100.2850 m/z @7.95 [noisy_data.mzML],100.28500366210938,7.95,7.816666666666666,7.95,0.13333333333333375,260270.59375,176829.78369140625,0,1000,0.5500203549578968,0.5,null,100.28500366210938,100.28500366210938,
571,100.28500366210938,8.433333333333334,,,,"42538 : MZ=100.285, Time=8.417, Intensity=1455596.3, Times=[7.983~8.517],  MZ=[100.285~100.2851]",1,DETECTED,100.2850 m/z @8.43 [noisy_data.mzML],100.28500366210938,8.433333333333334,8.016666666666667,8.516666666666667,0.5,1690541.625,2.373602171875E7,0,1000,0.1303873543341698,0.6255050227786767,0.18949335626748293,100.28500366210938,100.28500366210938,
572,100.28500366210938,8.55,,,,"42542 : MZ=100.285, Time=8.533, Intensity=506987.9, Times=[8.533~8.683],  MZ=[100.285~100.2851]",1,DETECTED,100.2850 m/z @8.55 [noisy_data.mzML],100.28500366210938,8.55,8.533333333333333,8.683333333333334,0.15000000000000036,590213.0625,2703377.8525390625,0,1000,0.11782380966573491,4.499999999999787,2.035685249470488,100.28500366210938,100.28500366210938,
573,100.28500366210938,8.7,,,,"42544 : MZ=100.285, Time=8.717, Intensity=226895.7, Times=[8.7~8.833],  MZ=[100.285~100.2851]",1,DETECTED,100.2850 m/z @8.70 [noisy_data.mzML],100.28500366210938,8.7,8.7,8.833333333333334,0.13333333333333464,423094.03125,541765.8408813477,0,1000,0.013467952084802448,null,null,100.28500366210938,100.28500366210938,
574,100.28600311279297,8.1,,,,"42691 : MZ=100.286, Time=8.117, Intensity=467450.5, Times=[7.85~8.133],  MZ=[100.286~100.2861]",1,DETECTED,100.2860 m/z @8.10 [noisy_data.mzML],100.28600311279297,8.1,7.85,8.116666666666667,0.2666666666666675,604762.6875,2664978.5800781148,0,1000,0.09547232085522062,0.44842413066254927,null,100.28600311279297,100.28600311279297,
575,100.28600311279297,8.35,,,,"42693 : MZ=100.286, Time=8.35, Intensity=1173064.2, Times=[8.15~8.467],  MZ=[100.286~100.2861]",1,DETECTED,100.2860 m/z @8.35 [noisy_data.mzML],100.28600311279297,8.35,8.15,8.466666666666667,0.31666666666666643,1415741.375,1.5692973128906257E7,0,1000,0.2186429150651339,0.8486236845399067,0.5858396918070852,100.28600311279297,100.28600311279297,
576,100.28600311279297,8.6,,,,"42694 : MZ=100.286, Time=8.483, Intensity=585459.4, Times=[8.483~8.65],  MZ=[100.286~100.2861]",1,DETECTED,100.2860 m/z @8.60 [noisy_data.mzML],100.28600311279297,8.6,8.483333333333333,8.65,0.16666666666666785,767699.75,3940583.933593786,0,1000,0.24278151418556426,0.7142857142857164,0.14489671504464743,100.28600311279297,100.28600311279297,
577,100.28600311279297,8.666666666666666,,,,"42696 : MZ=100.286, Time=8.683, Intensity=244405.2, Times=[8.667~8.8],  MZ=[100.286~100.2861]",1,DETECTED,100.2860 m/z @8.67 [noisy_data.mzML],100.28600311279297,8.666666666666666,8.666666666666666,8.8,0.13333333333333464,400275.6875,1226574.6678466797,0,1000,0.05314331969499442,null,null,100.28600311279297,100.28600311279297,
578,100.28700256347656,8.333333333333334,,,,"42840 : MZ=100.287, Time=8.317, Intensity=1369206.3, Times=[7.933~8.483],  MZ=[100.287~100.2871]",1,DETECTED,100.2870 m/z @8.33 [noisy_data.mzML],100.28700256347656,8.333333333333334,7.966666666666667,8.483333333333333,0.5166666666666657,1428746.625,2.0204409914062444E7,0,1000,0.20291959864711018,1.0624054568206225,0.5202319151599702,100.28700256347656,100.28700256347656,
579,100.28700256347656,8.55,,,,"42844 : MZ=100.287, Time=8.55, Intensity=630359.3, Times=[8.5~8.633],  MZ=[100.287~100.2871]",1,DETECTED,100.2870 m/z @8.55 [noisy_data.mzML],100.28700256347656,8.55,8.5,8.6,0.09999999999999964,848235.6875,3241382.3593750014,0,1000,0.048276206069546745,0.9999999999999822,0.9999999999999645,100.28700256347656,100.28700256347656,
580,100.28800201416016,7.983333333333333,,,,"42991 : MZ=100.288, Time=7.983, Intensity=494846.5, Times=[7.883~8.083],  MZ=[100.288~100.2881]",1,DETECTED,100.2880 m/z @7.98 [noisy_data.mzML],100.28800201416016,7.983333333333333,7.883333333333334,8.083333333333334,0.20000000000000018,664041.1875,2612003.898437513,0,1000,0.078960129917653,0.7628028894595928,2.20284723809561,100.28800201416016,100.28800201416016,
581,100.28800201416016,8.433333333333334,,,,"42993 : MZ=100.288, Time=8.433, Intensity=1177400.6, Times=[8.1~8.517],  MZ=[100.288~100.2881]",1,DETECTED,100.2880 m/z @8.43 [noisy_data.mzML],100.28800201416016,8.433333333333334,8.133333333333333,8.516666666666667,0.38333333333333464,1631846.125,2.007834156933594E7,0,1000,0.04574551597084664,0.6361181827744403,0.26515220249564736,100.28800201416016,100.28800201416016,
582,100.28900146484375,8.25,,,,"43153 : MZ=100.289, Time=8.333, Intensity=1049701.8, Times=[8.083~8.5],  MZ=[100.289~100.2891]",1,DETECTED,100.2890 m/z @8.25 [noisy_data.mzML],100.28900146484375,8.25,8.1,8.5,0.40000000000000036,1373604.875,1.5294382707031274E7,0,1000,0.0896244248524205,1.576653798327366,2.735077700166481,100.28900146484375,100.28900146484375,
583,100.29000091552734,7.7,,,,"43306 : MZ=100.29, Time=7.65, Intensity=3566.1, Times=[7.617~7.75],  MZ=[100.29~100.2901]",1,DETECTED,100.2900 m/z @7.70 [noisy_data.mzML],100.29000091552734,7.7,7.616666666666666,7.75,0.13333333333333375,6381.7099609375,23074.836029052734,0,1000,0.07213484349927413,0.795643147221009,0.2111257247974839,100.29000091552734,100.29000091552734,
584,100.29000091552734,8.45,,,,"43310 : MZ=100.29, Time=8.433, Intensity=1204593.9, Times=[8.083~8.5],  MZ=[100.29~100.2901]",1,DETECTED,100.2900 m/z @8.45 [noisy_data.mzML],100.29000091552734,8.45,8.116666666666667,8.5,0.38333333333333286,1401977.375,1.6087745806640623E7,0,1000,0.12955131918484852,0.5936633540781696,0.18883210517998436,100.29000091552734,100.29000091552734,
585,100.29000091552734,8.65,,,,"43312 : MZ=100.29, Time=8.65, Intensity=679743.5, Times=[8.517~8.683],  MZ=[100.29~100.2901]",1,DETECTED,100.2900 m/z @8.65 [noisy_data.mzML],100.29000091552734,8.65,8.516666666666667,8.683333333333334,0.16666666666666607,679743.5,3974714.0585937225,0,1000,0.1728800075028616,0.8261910996224474,0.7258671762667042,100.29000091552734,100.29000091552734,
586,100.29000091552734,8.75,,,,"43314 : MZ=100.29, Time=8.733, Intensity=333176.8, Times=[8.7~8.8],  MZ=[100.29~100.2901]",1,DETECTED,100.2900 m/z @8.75 [noisy_data.mzML],100.29000091552734,8.75,8.7,8.8,0.10000000000000142,400809.75,1100140.1121959686,0,1000,0.5828970563550335,1.1775253122839235,2.444943530686033,100.29000091552734,100.29000091552734,
587,100.29000091552734,16.45,,,,"43381 : MZ=100.29, Time=16.4, Intensity=3566.1, Times=[16.367~16.5],  MZ=[100.29~100.2901]",1,DETECTED,100.2900 m/z @16.45 [noisy_data.mzML],100.29000091552734,16.45,16.366666666666667,16.5,0.13333333333333286,6381.7099609375,23074.836029052392,0,1000,0.07213484349927413,0.7956431472210298,0.21112572479749517,100.29000091552734,100.29000091552734,
588,100.29100036621094,8.366666666666667,,,,"43451 : MZ=100.291, Time=8.383, Intensity=1234982.2, Times=[8.033~8.55],  MZ=[100.291~100.2911]",1,DETECTED,100.2910 m/z @8.37 [noisy_data.mzML],100.29100036621094,8.366666666666667,8.066666666666666,8.55,0.4833333333333343,1425354.0,2.2277430921875007E7,0,1000,0.25049692088365383,1.0008944029284128,0.6080961402537027,100.29100036621094,100.29100036621094,
589,100.29100036621094,8.583333333333334,,,,"43454 : MZ=100.291, Time=8.567, Intensity=388802.4, Times=[8.567~8.8],  MZ=[100.291~100.2911]",1,DETECTED,100.2910 m/z @8.58 [noisy_data.mzML],100.29100036621094,8.583333333333334,8.566666666666666,8.8,0.23333333333333428,617375.25,2990045.8954925537,0,1000,0.14886197947490842,1.0056203772241046,4.936903945329906,100.29100036621094,100.29100036621094,
590,100.29199981689453,8.333333333333334,,,,"43599 : MZ=100.292, Time=8.317, Intensity=1148458.5, Times=[8.083~8.583],  MZ=[100.292~100.2921]",1,DETECTED,100.2920 m/z @8.33 [noisy_data.mzML],100.29199981689453,8.333333333333334,8.083333333333334,8.583333333333334,0.5,1287999.125,2.0262126820312515E7,0,1000,0.10160124173576257,1.131450519199875,1.1102361431391425,100.29199981689453,100.29199981689453,
591,100.29199981689453,8.633333333333333,,,,"43603 : MZ=100.292, Time=8.65, Intensity=294432.9, Times=[8.6~8.8],  MZ=[100.292~100.2921]",1,DETECTED,100.2920 m/z @8.63 [noisy_data.mzML],100.29199981689453,8.633333333333333,8.6,8.8,0.20000000000000107,514543.0625,2517900.2880859375,0,1000,0.04614771827728248,7.368230253105913,20.070902526141253,100.29199981689453,100.29199981689453,
592,100.29299926757812,8.383333333333333,,,,"43752 : MZ=100.293, Time=8.267, Intensity=1186330.6, Times=[8.183~8.533],  MZ=[100.2929~100.293]",1,DETECTED,100.2930 m/z @8.38 [noisy_data.mzML],100.29299926757812,8.383333333333333,8.183333333333334,8.533333333333333,0.34999999999999964,1495238.75,1.7016390156250037E7,0,1000,0.18275245117536976,0.8750000000000022,0.7303042860677917,100.29299926757812,100.29299926757812,
593,100.29399871826172,8.333333333333334,,,,"43899 : MZ=100.294, Time=8.317, Intensity=1387417.4, Times=[7.9~8.583],  MZ=[100.2939~100.294]",1,DETECTED,100.2940 m/z @8.33 [noisy_data.mzML],100.29399871826172,8.333333333333334,7.9,8.566666666666666,0.6666666666666661,1625125.375,2.206870512768555E7,0,1000,0.36126947040545154,0.7838017585150127,0.8753252333880539,100.29399871826172,100.29399871826172,
594,100.29399871826172,8.6,,,,"43905 : MZ=100.294, Time=8.65, Intensity=416447.0, Times=[8.6~8.817],  MZ=[100.2939~100.294]",1,DETECTED,100.2940 m/z @8.60 [noisy_data.mzML],100.29399871826172,8.6,8.6,8.816666666666666,0.21666666666666679,650194.6875,2646625.5607910156,0,1000,0.1434399332220746,null,null,100.29399871826172,100.29399871826172,
595,100.29499816894531,8.333333333333334,,,,"44044 : MZ=100.295, Time=8.35, Intensity=1068356.8, Times=[7.967~8.55],  MZ=[100.2949~100.295]",1,DETECTED,100.2950 m/z @8.33 [noisy_data.mzML],100.29499816894531,8.333333333333334,8.0,8.55,0.5500000000000007,1183039.25,2.0529860648437485E7,0,1000,0.1495518594293408,0.9574882681919279,0.9057955636290929,100.29499816894531,100.29499816894531,
596,100.29499816894531,8.666666666666666,,,,"44049 : MZ=100.295, Time=8.65, Intensity=206916.3, Times=[8.567~8.8],  MZ=[100.2949~100.295]",1,DETECTED,100.2950 m/z @8.67 [noisy_data.mzML],100.29499816894531,8.666666666666666,8.566666666666666,8.8,0.23333333333333428,239732.609375,1822973.5202636719,0,1000,0.17231493016385002,1.1135377136761933,0.6710198829194015,100.29499816894531,100.29499816894531,
597,100.2959976196289,8.3,,,,"44199 : MZ=100.296, Time=8.283, Intensity=1318484.3, Times=[8.017~8.517],  MZ=[100.2959~100.296]",1,DETECTED,100.2960 m/z @8.30 [noisy_data.mzML],100.2959976196289,8.3,8.05,8.516666666666667,0.4666666666666668,1708781.375,1.913356157266231E7,0,1000,0.23175326777117533,0.869173529294842,0.8443238275556467,100.2959976196289,100.2959976196289,
598,100.2959976196289,8.65,,,,"44204 : MZ=100.296, Time=8.533, Intensity=502985.6, Times=[8.533~8.75],  MZ=[100.2959~100.296]",1,DETECTED,100.2960 m/z @8.65 [noisy_data.mzML],100.2959976196289,8.65,8.533333333333333,8.716666666666667,0.18333333333333357,678410.625,3580888.93359375,0,1000,0.032570899413979504,0.7857142857142836,1.0118965719384132,100.2959976196289,100.2959976196289,
599,100.2969970703125,8.366666666666667,,,,"44357 : MZ=100.297, Time=8.383, Intensity=1050674.3, Times=[8.067~8.533],  MZ=[100.2969~100.297]",1,DETECTED,100.2970 m/z @8.37 [noisy_data.mzML],100.2969970703125,8.366666666666667,8.066666666666666,8.533333333333333,0.4666666666666668,1176124.625,1.8028247476562478E7,0,1000,0.13260861582829442,0.7777777777777761,0.5555555555555522,100.2969970703125,100.2969970703125,
600,100.2969970703125,8.566666666666666,,,,"44361 : MZ=100.297, Time=8.633, Intensity=387773.6, Times=[8.55~8.833],  MZ=[100.2969~100.297]",1,DETECTED,100.2970 m/z @8.57 [noisy_data.mzML],100.2969970703125,8.566666666666666,8.55,8.833333333333334,0.2833333333333332,532822.6875,3281623.4590148926,0,1000,0.14324788465274274,8.860509530233347,1.0280937337579006,100.2969970703125,100.2969970703125,
601,100.2979965209961,8.35,,,,"44507 : MZ=100.298, Time=8.35, Intensity=1423520.0, Times=[8.1~8.633],  MZ=[100.2979~100.298]",1,DETECTED,100.2980 m/z @8.35 [noisy_data.mzML],100.2979965209961,8.35,8.116666666666667,8.633333333333333,0.5166666666666657,1535245.75,2.4179087828125022E7,0,1000,0.3347465539158829,1.1552763863054765,0.6303319058280884,100.2979965209961,100.2979965209961,
602,100.2979965209961,8.666666666666666,,,,"44511 : MZ=100.298, Time=8.717, Intensity=357576.7, Times=[8.65~8.833],  MZ=[100.2979~100.298]",1,DETECTED,100.2980 m/z @8.67 [noisy_data.mzML],100.2979965209961,8.666666666666666,8.65,8.833333333333334,0.18333333333333357,421413.84375,1980982.5055999756,0,1000,0.9445170837488348,6.310890988926609,16.527835965757887,100.2979965209961,100.2979965209961,
603,100.29900360107422,8.4,,,,"44658 : MZ=100.299, Time=8.3, Intensity=1239010.4, Times=[8.167~8.5],  MZ=[100.299~100.2991]",1,DETECTED,100.2990 m/z @8.40 [noisy_data.mzML],100.29900360107422,8.4,8.183333333333334,8.5,0.31666666666666643,1626620.875,1.642714125781246E7,0,1000,0.16272823497597066,0.7307692307692298,0.4828142588738622,100.29900360107422,100.29900360107422,
604,100.30000305175781,8.316666666666666,,,,"44804 : MZ=100.3, Time=8.333, Intensity=1012233.9, Times=[7.883~8.783],  MZ=[100.3~100.3001]",1,DETECTED,100.3000 m/z @8.32 [noisy_data.mzML],100.30000305175781,8.316666666666666,7.883333333333334,8.783333333333333,0.8999999999999995,1180276.125,2.5371400957214374E7,0,1000,0.23300593708972173,null,0.4281812583175169,100.30000305175781,100.30000305175781,
605,100.3010025024414,8.4,,,,"44956 : MZ=100.301, Time=8.45, Intensity=1033300.2, Times=[8.083~8.583],  MZ=[100.301~100.3011]",1,DETECTED,100.3010 m/z @8.40 [noisy_data.mzML],100.3010025024414,8.4,8.083333333333334,8.55,0.4666666666666668,1370394.75,1.9640969429687474E7,0,1000,0.2540523861247639,0.8007572855158318,0.07445816048724518,100.3010025024414,100.3010025024414,
606,100.3010025024414,8.733333333333333,,,,"44962 : MZ=100.301, Time=8.717, Intensity=90718.8, Times=[8.7~8.8],  MZ=[100.301~100.3011]",1,DETECTED,100.3010 m/z @8.73 [noisy_data.mzML],100.3010025024414,8.733333333333333,8.716666666666667,8.8,0.08333333333333393,117018.25,233476.19262695312,0,1000,0.0414635280912421,1.4838839830726291,4.226645392357638,100.3010025024414,100.3010025024414,
607,100.302001953125,8.316666666666666,,,,"45108 : MZ=100.302, Time=8.3, Intensity=1320321.0, Times=[8.133~8.533],  MZ=[100.302~100.3021]",1,DETECTED,100.3020 m/z @8.32 [noisy_data.mzML],100.302001953125,8.316666666666666,8.133333333333333,8.533333333333333,0.40000000000000036,1402140.0,1.7955754134765647E7,0,1000,0.25015446795056384,1.091998770372886,1.1246799326368218,100.302001953125,100.302001953125,
608,100.3030014038086,8.416666666666666,,,,"45252 : MZ=100.303, Time=8.4, Intensity=1062833.0, Times=[8.017~8.583],  MZ=[100.303~100.3031]",1,DETECTED,100.3030 m/z @8.42 [noisy_data.mzML],100.3030014038086,8.416666666666666,8.05,8.55,0.5,1382405.25,2.237580304687493E7,0,1000,0.21747634105044078,0.6818181818181842,0.7822263741790644,100.3030014038086,100.3030014038086,
609,100.3030014038086,8.75,,,,"45257 : MZ=100.303, Time=8.717, Intensity=375435.2, Times=[8.6~8.883],  MZ=[100.303~100.3031]",1,DETECTED,100.3030 m/z @8.75 [noisy_data.mzML],100.3030014038086,8.75,8.6,8.883333333333333,0.2833333333333332,497312.9375,2839465.6041259766,0,1000,1.7822786299767976,0.9671894430291453,2.049247181057802,100.3030014038086,100.3030014038086,
610,100.30400085449219,8.4,,,,"45398 : MZ=100.304, Time=8.4, Intensity=1381120.0, Times=[7.867~8.567],  MZ=[100.304~100.3041]",1,DETECTED,100.3040 m/z @8.40 [noisy_data.mzML],100.30400085449219,8.4,7.866666666666666,8.566666666666666,0.7000000000000002,1558495.75,2.540843848864744E7,0,1000,0.20233155816987392,0.6797349625578529,0.28399045646044424,100.30400085449219,100.30400085449219,
611,100.30500030517578,8.316666666666666,,,,"45554 : MZ=100.305, Time=8.333, Intensity=1315475.0, Times=[7.883~8.483],  MZ=[100.305~100.3051]",1,DETECTED,100.3050 m/z @8.32 [noisy_data.mzML],100.30500030517578,8.316666666666666,7.883333333333334,8.483333333333333,0.5999999999999988,1386075.625,1.8955710469482347E7,0,1000,0.13736297222387606,0.8644113661855493,0.7430369945104764,100.30500030517578,100.30500030517578,
612,100.30500030517578,8.6,,,,"45560 : MZ=100.305, Time=8.617, Intensity=754031.1, Times=[8.55~8.683],  MZ=[100.305~100.3051]",1,DETECTED,100.3050 m/z @8.60 [noisy_data.mzML],100.30500030517578,8.6,8.55,8.65,0.09999999999999964,1177185.875,2736027.0,0,1000,0.10025361383909903,1.1550530489524866,1.600576740888565,100.30500030517578,100.30500030517578,
613,100.30500030517578,8.716666666666667,,,,"45561 : MZ=100.305, Time=8.717, Intensity=268313.1, Times=[8.7~8.817],  MZ=[100.305~100.3051]",1,DETECTED,100.3050 m/z @8.72 [noisy_data.mzML],100.30500030517578,8.716666666666667,8.716666666666667,8.816666666666666,0.09999999999999964,517934.03125,310482.23962402344,0,1000,0.008645343639752667,null,null,100.30500030517578,100.30500030517578,
614,100.30599975585938,3.6,,,,"45672 : MZ=100.306, Time=3.583, Intensity=3746.3, Times=[3.567~3.667],  MZ=[100.306~100.3061]",1,DETECTED,100.3060 m/z @3.60 [noisy_data.mzML],100.30599975585938,3.6,3.566666666666667,3.6666666666666665,0.09999999999999964,5563.54541015625,18407.295196533203,0,1000,0.0378322678817149,1.5068652086682564,1.9850494141466628,100.30599975585938,100.30599975585938,
615,100.30599975585938,8.25,,,,"45712 : MZ=100.306, Time=8.267, Intensity=1135312.4, Times=[7.917~8.65],  MZ=[100.306~100.3061]",1,DETECTED,100.3060 m/z @8.25 [noisy_data.mzML],100.30599975585938,8.25,7.916666666666667,8.616666666666667,0.7000000000000002,1507225.5,2.4698519481323283E7,0,1000,0.2848358319858555,1.670172065799269,1.3287560487824073,100.30599975585938,100.30599975585938,
616,100.30599975585938,12.35,,,,"45754 : MZ=100.306, Time=12.333, Intensity=3746.3, Times=[12.317~12.417],  MZ=[100.306~100.3061]",1,DETECTED,100.3060 m/z @12.35 [noisy_data.mzML],100.30599975585938,12.35,12.316666666666666,12.416666666666666,0.09999999999999964,5563.54541015625,18407.295196533203,0,1000,0.0378322678817149,1.506865208668243,1.9850494141466228,100.30599975585938,100.30599975585938,
617,100.30699920654297,1.3166666666666667,,,,"45806 : MZ=100.307, Time=1.3, Intensity=3238.1, Times=[1.233~1.317],  MZ=[100.3069~100.307]",1,DETECTED,100.3070 m/z @1.32 [noisy_data.mzML],100.30699920654297,1.3166666666666667,1.2333333333333334,1.3166666666666667,0.08333333333333326,5563.01904296875,12777.895446777344,0,1000,0.01358660227466113,0.5,null,100.30699920654297,100.30699920654297,
618,100.30699920654297,8.366666666666667,,,,"45863 : MZ=100.307, Time=8.3, Intensity=1318748.1, Times=[7.883~8.617],  MZ=[100.3069~100.307]",1,DETECTED,100.3070 m/z @8.37 [noisy_data.mzML],100.30699920654297,8.366666666666667,7.883333333333334,8.616666666666667,0.7333333333333334,1505802.375,2.6602090339054096E7,0,1000,0.07303869553047981,0.799172034369046,0.5464029728598425,100.30699920654297,100.30699920654297,
619,100.30699920654297,8.683333333333334,,,,"45868 : MZ=100.307, Time=8.683, Intensity=375767.9, Times=[8.633~8.783],  MZ=[100.3069~100.307]",1,DETECTED,100.3070 m/z @8.68 [noisy_data.mzML],100.30699920654297,8.683333333333334,8.633333333333333,8.783333333333333,0.15000000000000036,674100.75,2174947.9709472656,0,1000,0.09906695714733793,3.5213012763127547,0.6329377006326719,100.30699920654297,100.30699920654297,
620,100.30699920654297,10.066666666666666,,,,"45880 : MZ=100.307, Time=10.05, Intensity=3238.1, Times=[9.983~10.067],  MZ=[100.3069~100.307]",1,DETECTED,100.3070 m/z @10.07 [noisy_data.mzML],100.30699920654297,10.066666666666666,9.983333333333333,10.066666666666666,0.08333333333333393,5563.01904296875,12777.895446777344,0,1000,0.013586602274660464,0.5,null,100.30699920654297,100.30699920654297,
621,100.30799865722656,8.4,,,,"46008 : MZ=100.308, Time=8.383, Intensity=1095100.4, Times=[7.917~8.667],  MZ=[100.3079~100.308]",1,DETECTED,100.3080 m/z @8.40 [noisy_data.mzML],100.30799865722656,8.4,7.916666666666667,8.65,0.7333333333333334,1505226.875,2.331170571200562E7,0,1000,0.11098133202830773,0.7623768664489196,0.5588854294398959,100.30799865722656,100.30799865722656,
622,100.30899810791016,8.266666666666667,,,,"46162 : MZ=100.309, Time=8.283, Intensity=1152314.3, Times=[8.15~8.533],  MZ=[100.3089~100.309]",1,DETECTED,100.3090 m/z @8.27 [noisy_data.mzML],100.30899810791016,8.266666666666667,8.15,8.533333333333333,0.38333333333333286,1408175.0,1.7748576027343776E7,0,1000,0.19758856156044224,1.598976878593898,2.3162984944923393,100.30899810791016,100.30899810791016,
623,100.30899810791016,8.566666666666666,,,,"46164 : MZ=100.309, Time=8.55, Intensity=570408.9, Times=[8.55~8.65],  MZ=[100.3089~100.309]",1,DETECTED,100.3090 m/z @8.57 [noisy_data.mzML],100.30899810791016,8.566666666666666,8.55,8.65,0.09999999999999964,736760.25,2290027.26953125,0,1000,0.076757594721661,3.00000000000016,1.0630425341607967,100.30899810791016,100.30899810791016,
624,100.30999755859375,7.933333333333334,,,,"46310 : MZ=100.31, Time=7.95, Intensity=184071.1, Times=[7.883~7.967],  MZ=[100.3099~100.31]",1,DETECTED,100.3100 m/z @7.93 [noisy_data.mzML],100.30999755859375,7.933333333333334,7.883333333333334,7.966666666666667,0.08333333333333304,480627.3125,560580.8902587891,0,1000,0.5527479051703272,0.7172317270884014,0.1433044189647892,100.30999755859375,100.30999755859375,
